Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес
Курганский машиностроительный завод конвейерного оборудования,0,,83512020119,, ,,,Челябинск  проспект Ленина  дом 21-в
ЭЛЕКТРОМАШ представительство,0,,83517995788,,electromash.com,,,454091  Челябинск  Свердловский проспект  дом 64
ЭНЕРГОЦЕНТР производственно-коммерческая фирма,0,,83512102406,, ,,,Челябинская область  Сосновский район  поселок Красное Поле  Северный тракт  дом 7-в
Вигор-Энерго,0,https://wa.me/79511118142,,79511118142,v-energo.ru,http://vk.com/venergo,,454006  Челябинск  улица Свободы  дом 65
ПРИБОРЭНЕРГО,0,,83512257460,,чел.приборэнерго.рф,,,454053  Челябинск  Троицкий тракт  дом 33
ДЖИН,0,,83517259119,, ,,,454091  Челябинск  проспект Ленина  дом 29
ЭЛЕКТРОКОМПЛЕКТ-2,0,,83512377365,, ,,,454048  Челябинск  улица Елькина  дом 81
СЕРВИСЭНЕРГОРЕМОНТ,0,,83517717401,, ,,,454081  Челябинск  улица Героев Танкограда  дом 71-п  стр. 10
КАПИТАЛ-СТРОЙ,0,,83512472545,, ,,,454084  Челябинск  улица Кирова  дом 19  офис 608
ЭНЕРГОУРАЛ,0,,83512561691,, ,,,454010  Челябинск  улица Гагарина  дом 4  офис 4
ИНФРАДОМ,0,,83512398084,, ,,,454084  Челябинск  проспект Победы  дом 160  офис 458-б
УралТранзит ООО,0,,83512664911,,www.uraltransit.com,,,454080  Челябинск  Красная улица  дом 4  офис 203
АЛЕКСМА ТД,0,,83517257782,, ,,,454008  Челябинск  Свердловский тракт  дом 5
Уральский завод трансформаторных технологий филиал в г. Челябинске,0,,83512657862,,www.ural-zavod.ru,,,454091  Челябинск  улица Карла Маркса  дом 54  офис 113
НОВЫЙ УРОВЕНЬ,0,,83517779848,,снамитепло.рф,,,454084  Челябинск  улица 40 лет Победы  дом 40-а
УРАЛЭНЕРГОЭФФЕКТ-Е филиал в г. Челябинске,0,,83512390361,, ,,,454080  Челябинск  Витебская улица  дом 1  офис 116
УралМонтажНаладка,0,,83512695878,,transform74.ru,,,454048  Челябинск  улица Елькина  дом 85
ИНДУКЦИЯ СКБ,0,,83512315767,,skbind.ru,,,454129  Челябинск  улица Стахановцев  дом 120-а  офис 1
ЭНЕРГОЭКСПЕРТ,0,,83517772587,,energo-ekspert.tiu.ru,,,454008  Челябинск  Свердловский проспект  дом 21
ЭНЕРГОСБЕРЕГАЮЩИЕ ТЕХНОЛОГИИ,0,https://wa.me/79090799722,,79090799722, ,,,454126  Челябинск  Лесопарковая улица  дом 7
СПЕКТР ТЕХНОЛОГИЙ производственная компания,0,,83517778086,,xn----ftbebqgckrkbepksc6c.xn--p1ai,,,454084  Челябинск  Каслинская улица  дом 77/2
ЭНЕРГОАУДИТ-РФ,0,https://wa.me/79508525775,,79508525775,energoaudit-rf.ru,,,454007  Челябинск  Артиллерийская улица  дом 102
"ЧЕЛЯБИНСКИЕ ГОРОДСКИЕ ЭЛЕКТРИЧЕСКИЕ СЕТИ филиал ОАО ""ЧЕЛЯБЭНЕРГО""",0,,83512637801,,,,,454090  Челябинск  улица 3 Интернационала  дом 114
ОБЛАСТНАЯ ЭЛЕКТРОСЕТЕВАЯ КОМПАНИЯ,0,,83514221027,,,,,457200  Челябинская область  Варненский район  село Варна  улица Спартака  дом 1
РусЭнергосбыт,0,,83512370790,,,,,454091  Челябинск  улица Цвиллинга  дом 58
ФОРТУМ,0,,83512596491,, ,,,454077  Челябинск  Бродокалмакский тракт  дом 6
СЛУЖБА ИЗОЛЯЦИИ И ЗАЩИТЫ ОТ ПЕРЕНАПРЯЖЕНИЯ ГОРОДСКИХ ЭЛЕКТРОСЕТЕЙ,0,,83512666877,,,,,454006  Челябинск  Красноармейская улица  дом 39
ЗЛАТОУСТОВСКИЕ ЭЛЕКТРИЧЕСКИЕ СЕТИ УЙСКИЕ РАЙОННЫЕ ЭЛЕКТРОСЕТИ,0,,83516531301,,,,,456470  Челябинская область  Уйский район  село Уйское  улица Энергетиков  дом 1
"ЧЕЛЯБИНСКАЯ ПУСКОНАЛАДОЧНАЯ КОМПАНИЯ ""ЮЖУРАЛЭЛЕКТРОМОНТАЖ""",0,,83512378354,,www.zaochpnu.narod.ru,,,454092  Челябинск  улица Елькина  дом 81
ЧЕЛЯБЭНЕРГОСБЫТ челябинский филиал,0,,83517901102,,,,,454084  Челябинск  улица Калинина  дом 7
"ТРАНСЭНЕРГО Южно-Уральская дирекция филиал ОАО ""РЖД""",0,,83512685697,,,,,454053  Челябинск  Троицкий тракт  дом 22-а
ФОРТУМ,0,,83512675359,,,,,454006  Челябинск  Российская улица  дом 1
"ЧЕЛЯБИНСКАЯ ДИСТАНЦИЯ ЭЛЕКТРОСНАБЖЕНИЯ ЮУЖД филиала ОАО ""РЖД""",0,,83512687280,,,,,454053  Челябинск  улица Могильникова  дом 169-а
ЕЭС челябинское ПМС филиал,0,,83517914665,, ,,,454008  Челябинск  2-й Западный проезд  дом 6-а
ЧЕЛЯБЭНЕРГО Варненский РЭС ,0,,83514221165,,,,,457200  Челябинская область  Варненский район  село Варна  улица Завалишина  дом 1-а
ЭЛЕКТРОТЕХНИКА ПКП,0,,83517349734,,www.electro-chel.ru,,,454053  Челябинск  Троицкий тракт  дом 21  офис 213
ТУРБИНА СКБ,0,,83517751036,, ,,,454007  Челябинск  проспект Ленина  дом 2-б
АЛЕКСМА ТД,0,,83517257782,, ,,,454008  Челябинск  Свердловский тракт  дом 5
ЭЛЕКТРОСКАНДИЯ РУС,0,,83512390375,, ,,,454126  Челябинск  Витебская улица  дом 1  офис 209
ТЕХНО ТК,0,,83512329458,,www.techno74.ru,,,454048  Челябинск  улица Блюхера  дом 17
ЧЕЛЯБЭЛЕКТРО ТД,0,,83512356333,, ,,,454139  Челябинск  Новороссийская улица  дом 10
ЛДА,0,,83517720498,,www.lda.ru,,,454085  Челябинск  улица Героев Танкограда  дом 201
УРАЛГИДРОТЕХ,0,,83517499238,, ,,,454112  Челябинск  проспект Победы  дом 290-Б  офис 428
ТехноГрупп,0,,83517723396,, ,,,454085  Челябинск  улица Танкистов  дом 189-б
АСКЕНТ ТД,0,,83512620005,,,,,454087  Челябинск  улица Дарвина  дом 14  офис 107
ЮЖУРАЛКРАН,0,,83512358333,, ,,,454045  Челябинск  Физкультурная улица  дом 34
ЭЛЕКТРОАГРЕГАТ,0,,83517360868,,www.el-agregat.ru,,,454047  Челябинск  2-я Павелецкая улица  дом 28
ПРОМЭНЕРГО,0,,83517298717,,www.promenergo.dem.ru,,,454048  Челябинск  улица Сони Кривой  дом 58-а
ЭЛЕКТРИЧЕСКИЕ МАШИНЫ,0,https://wa.me/79323050042,,79323050042,elmashine.ru,,,454006  Челябинск  Российская улица  дом 23-в
ЭНЕРГОРЕМ-СЕРВИС,0,,83512566122,,,,,454010  Челябинск  Пограничная улица  дом 4
РЕАЛ-П,0,,83512302749,,,,,454092  Челябинск  улица Худякова  дом 12
ЧЕЛЯБИНСКИЙ ЭЛЕКТРОМЕХАНИЧЕСКИЙ ЗАВОД,0,,83512326601,, ,,,454902  Челябинск  Шершни  Центральная улица  дом 3-б
КРАНРОС,0,,83512116459,, ,,,454010  Челябинск  улица Гагарина  дом 5  офис 606-610
ЮЖУРАЛИНДУСТРИЯ электротехническая компания,0,https://wa.me/79026134989,,79026134989, ,,,454006  Челябинск  улица Свободы  дом 8-а
ЭКСПЕРТ СЕРВИС сервисная компания,0,,83517403189,, ,,,454106  Челябинск  Северо-Крымская улица  дом 20  цокольный этаж
УРАЛ-МОТОРС ремонтная фирма,0,,83512303626,, ,,,454007  Челябинск  улица Рождественского  дом 13/1
РЕМОНТГЕНТРЭЛ,0,,83512159530,, ,,,454091  Челябинск  проспект Ленина  дом 2-в
ЭНЕРГОСПЕЦРЕСУРС ремонтная фирма,0,,83519009391,, ,,,454038  Челябинск  Морская улица  дом 4
МАСТЕР Н ремонтная мастерская,0,https://wa.me/79222311999,,79222311999, ,,,454084  Челябинск  Кожзаводская улица  дом 4  51 офис  2 этаж
К.Р.Э.Д.О ремонтная фирма,0,,83512304057,,,,,454084  Челябинск  Каслинская улица  дом 1
КРАНЧЕЛ компания,0,,83512489601,, ,,,454074  Челябинск  Сормовская улица  дом 30-а  207 офис
ЛИКА-СЕРВИС компания,0,https://wa.me/79028977214,,79028977214,,,,454007  Челябинск  улица Рождественского  дом 13/1
ТЕХНИЧЕСКИЕ РЕСУРСЫ,0,,83512116515,, ,,,454079  Челябинск  Линейная улица  дом 86  36 офис
Механизация,0,,83517760441,,vrn74.com,,,Челябинск  Копейское шоссе  дом 9-п
Уралэнерго,0,https://wa.me/79227129465,,79227129465, ,,,454008  Челябинск  Автодорожная улица  дом 13
МЕТИЗКОМПЛЕКТ ТД,0,,83512101607,,,,,454080  Челябинск  улица Энтузиастов  дом 2  офис 204
МеталлТорг торговая компания,0,,83517310228,, ,,,454138  Челябинск  улица Чайковского  дом 7-б
"ШАДРИНСКИЙ ЭЛЕКТРОДНЫЙ ЗАВОД ""ЭЛФИР"" представительство в г. Челябинске",0,,83512666654,,shez.zaural.ru,,,454091  Челябинск  улица Пушкина  дом 32
ПИРС ТФ,0,,83512483639,,,,,454084  Челябинск  Кожзаводская улица  дом 138
"СУДИСЛАВСКИЙ ЗАВОД СВАРОЧНЫХ МАТЕРИАЛОВ - ""МЕТИЗ""",0,,83512483639,,,,,
УРАЛПРОМСНАБ,0,,83512115903,, ,,,454053  Челябинск  Троицкий тракт  дом 48-б  офис 202
ВОЛГОДОНСКИЙ ЭЛЕКТРОДНЫЙ ЗАВОД,0,,83517356620,, ,,,454038  Челябинск  улица Дегтярёва  дом 66
ЭС-КОМ,0,,83512666212,, ,,,454091  Челябинск  улица Цвиллинга  дом 46  офис 420
СПЛАВ ТД,0,,83512666212,,,,,
ЭЛЕКТРОКОМПАНИЯ-Ч ТС,0,,83517299002,,www.electrocomp.ru,,,454046  Челябинск  улица Артёма  дом 43
МИР ПУЛЬТОВ И МИКРОСХЕМ,0,,83517401840,,www.mpm74.ru,,,454138  Челябинск  Пионерская улица  дом 18
АВТОМАТИКА,0,,83512352038,, ,https://vk.com/delta.electronics.chelyabinsk  http://vk.com/minidreli,,454007  Челябинск  улица 40 лет Октября  дом 36-в  оф.22
