Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес
ВОЛГАТОРГ  компания по обработке металла,0,,84852282012,,,,,150044  Ярославль  улица Механизаторов  дом 5
РОСАЛ  завод алюминиевого литья,0,,84852599737,, ,,,150044  Ярославль  улица Полушкина Роща  дом 16
БУРАН-М  производственная компания,0,,84852582626,, ,,,150003  Ярославль  улица Полушкина Роща  дом 15
ИНТЕРМЕТ  торговая компания,0,,84852727636,, ,,,150001  Ярославль  2-я Портовая улица  дом 1
МЕТАЛЛИСТ  торговая компания,0,,84852493180,, ,,,150014  Ярославль  улица Салтыкова-Щедрина  дом 21
МТО  торговая компания,0,https://wa.me/79106664092,,79106664092, ,,,150001  Ярославль  1-я Вокзальная улица  дом 22
ПАРТИЯ-СЕРВИС  многопрофильная компания,0,,84852985298,, ,,,150060  Ярославль  улица Труфанова  дом 30  корпус 3
РОССТАЛЬ  торговая компания,0,,84852672435,, ,,,150044  Ярославль  Промышленная улица  дом 1  строение 4
УМЕЛЕЦ  производственно-коммерческая фирма,0,,84852410241,, ,,,150006  Ярославль  Корабельная улица  дом 1
ЯРПРОМЦВЕТМЕТ  перерабатывающая компания,0,https://wa.me/79051326012,,79051326012, ,,,150008  Ярославль  Шандорная улица  дом 3
БРОК-ИНВЕСТ-СЕРВИС,0,,84852674046,,brokinvest.ru,,,150040  Ярославль  улица Свердлова  дом 34  520 офис  5 этаж
ПРОМРЕСУРСЫ  торговая компания,0,,84852940023,, ,,,150044  Ярославль  проспект Октября  дом 93
Феррум,0,,84852525252,,ferrum-yar.ru,,,Ярославль  1-я Вокзальная улица  дом 7
ЦветМет,0,,84852746824,,mymet.ru,,,Ярославль  улица Декабристов  дом 9  строение 2
Экология,0,,84852946377,, ,,,Ярославль  улица Пожарского  дом 61
КИТ  компания,0,,84852907979,, ,,,150040  Ярославль  улица Некрасова  дом 62
КОМПЛЕКТСТРОЙ,0,,84852683633,, ,,,150044  Ярославль  Ленинградский проспект  дом 33  лит Е
БВБ-АЛЬЯНС  компания по изготовлению и продаже металлоизделий,0,,84852609025,,yaroslavl.bvb-alyans.ru,http://vk.com/bvballiance,,150044  Ярославль  Промышленная улица  дом 18  д
ЯРОСЛАВСКАЯ ТРУБНАЯ КОМПАНИЯ  компания по изготовлению и продаже металлоизделий,0,,84852284440,,,,,150023  Ярославль  улица Майорова  дом 8-а
БЕЛСТАР  оптовая компания,0,,84852731279,, ,,,150003  Ярославль  Волжская набережная  дом 4
БУЛАТ-СЕРВИС  торговая компания,0,,84852241244,, ,,,150062  Ярославль  проспект Авиаторов  дом 151
ВОЛГА И КО  торговая компания,0,,84852553620,, ,,,150044  Ярославль  улица Механизаторов  дом 10
ДИЗЕЛЬ-МТС  торговый дом,0,,84852588170,, ,,,150040  Ярославль  Октября проспект  дом 75
ИНТЕРМЕТГРУПП-ЯРОСЛАВЛЬ  оптовая компания,0,,84852466667,, ,,,150006  Ярославль  Тормозное шоссе  дом 119
МИК  торговая компания,0,,84852210864,, ,,,150014  Ярославль  Рыбинская улица  дом 44-а
ММК  оптово-розничная компания,0,,84852450756,, ,,,150001  Ярославль  Нагорная улица  дом 5
МЕТАЛЛПОСТАВКА  оптово-розничная компания,0,,84852733636,, ,,,150044  Ярославль  Промышленный переулок  дом 2-д
МЕТАЛЛСЕРВИС-НН  оптовая компания  филиал в г. Ярославле,0,,84852926926,, ,,,150006  Ярославль  Тормозное шоссе  дом 119
МЕТАЛЛСЕРВИС-ЯРОСЛАВЛЬ,0,,84852370347,, ,,,150054  Ярославль  Чехова улица  дом 2
МЕТИЗ СЕРВИС  торговый дом,0,,84852484843,, ,,,150023  Ярославль  улица Гагарина  дом 62  строение 14
ПРОМСТРОЙКОМПЛЕКТ  торговая компания,0,,84852582247,, ,,,150044  Ярославль  проспект Октября  дом 87-а  строение 4
СТАЛЬ-СЕРВИС  торгово-закупочная компания,0,,84852599552,, ,,,150001  Ярославль  Тормозное шоссе  дом 1-А
ТОРГОВО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ  ИП Лагуненок А.Ю.,0,,84852947771,,vk.com/club123100473,https://vk.com/club123100473,,150044  Ярославль  проспект Октября  дом 84-а  корпус 2
ЯРОСЛАВСКИЙ КОНВЕЙЕР  завод конвейерного оборудования,0,,84852331429,,gkmash.ru,,,150040  Ярославль  улица Харитонова  дом 7-а
НТВ  научно-техническая фирма,0,,84852671418,, ,,,150023  Ярославль  улица Гагарина  дом 62  а к3
ЗВЕЗДА  строительная компания,0,,84852593347,,,,,150001  Ярославль  2-я Мельничная улица  дом 8
ЯРОСЛАВСКИЙ ЗАВОД СПЕЦАГРЕГАТОВ,0,,84852662577,, ,,,150043  Ярославль  улица Белинского  дом 1
РЕМСТРОЙ-КОМПЛЕКТАЦИЯ,0,,84852260566,, ,,,150042  Ярославль  Тутаевское шоссе  дом 2
АЛЬТЕРНАТИВА-СВД  производственно-торговая компания,0,,84852568832,, ,,,150044  Ярославль  1-й Промышленный проезд  дом 14
ВЕРХНЕВОЛЖСКАЯ КОМПАНИЯ  многопрофильная компания,0,,84852313039,, ,,,150029  Ярославль  улица Бахвалова  дом 1
КОРУНД  торговая компания,0,,84852493150,, ,,,150510  Ярославская область  Ярославский район  поселок Кузнечиха  Промышленная улица  дом 3
МАК  производственная компания,0,,84852213614,, ,,,150002  Ярославль  Большая Федоровская улица  дом 103
МАШПРИБОР  специальное конструкторское бюро,0,,84852943442,, ,,,150008  Ярославль  Машиностроителей проспект  дом 83  строение 12
ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА,0,,84852951336,,,,,150510  Ярославская область  Ярославский район  поселок Кузнечиха  Промышленная улица  дом 1
РУСИЧ  производственная компания,0,https://wa.me/79036902010,,79036902010,,,,150020  Ярославль  Домостроителей проезд  дом 1
СЕТКА-РАБИЦА  торгово-производственная компания,0,,84852931642,,,http://vk.com/kzf76,,150044  Ярославль  Ленинградский проспект  дом 33  строение 1
СОДРУЖЕСТВО  торгово-производственная фирма,0,,84852330029,, ,http://vk.com/kzf76  https://vk.com/club123100473,,150044  Ярославль  Промышленная улица  дом 14-б
СПЕЦМОНТАЖ  производственно-строительная компания,0,,84852671170,, ,http://vk.com/kzf76  https://vk.com/club123100473,,150002  Ярославль  Стачек улица  дом 63
СТАЛЬ-МЕТ  торговая компания,0,,84852219063,, ,http://vk.com/kzf76  https://vk.com/club123100473,,150002  Ярославль  улица Стачек  дом 63
ТРАКТОР-ЯРОСЛАВЛЬ.РФ  интернет-магазин минитракторов и сельхозтехники,0,https://wa.me/79109728129,,79109728129, ,,,150052  Ярославль  проспект Дзержинского  дом 77
ЯНИЛМС,0,,84852448844,,www.lazet.ru,,,150030  Ярославль  Московский проспект  дом 76-а
