Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес
АЛЬПИНИСТЫ СПб.РФ,000000000,https://wa.me/79006331742,,79006331742, ,,,196158  Санкт-Петербург  Дунайский проспект  дом 3
ОЧАГ,000000000,,88126034711,,ochag.ooo,,,198206  Санкт-Петербург  Петергофское шоссе  дом 74  корпус 4  литера Б
РУФЛОНГ,000000000,,88123320633,,rooflong.ru,,,195112  Санкт-Петербург  площадь Карла Фаберже  дом 8-б
ПРОЕКТ-МОНТАЖ,000000000,https://wa.me/79112126920,,79112126920, ,,,"195112  Санкт-Петербург  проспект Шаумяна  дом 18  БЦ ""Малая Охта""  офис 135"
КДС,000000000,,88123098995,,www.skkds.ru,,,195248  Санкт-Петербург  Ириновский проспект  дом 1
РОЛЛЕТЫ И ВОРОТА,000000000,,88123359640,, ,https://vk.com/rollety_vorota_petersburg,,194354  Санкт-Петербург  улица Есенина  дом 1  корпус 1
АЛЮМИН,000000000,,88122071072,, ,https://vk.com/aluminspb,,194291  Санкт-Петербург  проспект Луначарского  дом 40  корпус 4
Юнион Торг Маркет,000000000,,88003339892,,spb.alyuminiy.ru,,,"192148  Санкт-Петербург  улица Профессора Качалова  дом 11  литера Э  БЦ ""Барс-2"""
Роктрак,000000000,,88003339892,,www.roctruck.ru,,Info@roctruck.ru,194292  Санкт-Петербург  Верхняя улица  дом 8-А
РЕНТАЛ ЮНИТС,000000000,,88127030878,, ,,,"194044  Санкт-Петербург  Пироговская набережная  дом 21  БЦ ""Нобель""  офис 70"
АБР СПЕЦТЕХНИКА,000000000,,88129646313,, ,https://vk.com/abrst,,194044  Санкт-Петербург  Менделеевская улица  дом 2  офис 231
ФОКУС,000000000,https://wa.me/79632465042,,79632465042,arenda-spetstechniki.ru,,,197110  Санкт-Петербург  Большая Разночинная улица  дом 14-а  помещение 202
Скайфэнс,000000000,,88129200361,,skyfence.ru,,,198515  Санкт-Петербург  Нижняя дорога  дом 2-з
АвтоПрофи,000000000,https://wa.me/79110192370,,79110192370, ,,,195248  Санкт-Петербург  Ириновский проспект  дом 2
Контур,000000000,https://wa.me/79118402090,,79118402090, ,http://vk.com/skkonturarenda,,192289  Санкт-Петербург  проспект Девятого Января  дом 19-а
Armada Corp.,000000000,https://wa.me/79299014449,,79299014449,armada-corp.ru,,,191123  Санкт-Петербург  улица Радищева  дом 39-д
ТРАКСТРОЙ,000000000,,88124072220,, ,,,Санкт-Петербург  поселок Ново-Ковалёво  3-я линия  дом 4
"SMART RENT, арендная компания",000000000,,88005006302,, ,http://vk.com/smartrentspb,,194156  Санкт-Петербург  проспект Энгельса  дом 33  офис 711
Логистик Строй,000000000,https://wa.me/79111768129,,79111768129,logistikstroy24.ru,http://vk.com/logistikstroy24,,Санкт-Петербург  проспект Энергетиков  дом 22-а  оф А-2-24;
ТАЙМРЕНТ,000000000,,88129572522,, ,,,193315  Санкт-Петербург  Всеволожский район  Мурманское шоссе  12-й км  дом 2а
СТЕНА-МАРКЕТ,000000000,,88127039727,, ,,,198216  Санкт-Петербург  проспект Народного Ополчения  дом 22
МЕТАЛЛОБАЗА НОВОСАРАТОВКА,000000000,https://wa.me/79219532093,,79219532093, ,http://vk.com/kupitmetalloprokatcena,,188681  Ленинградская область  Всеволожский район  деревня Новосаратовка  дом 40  промзона
ЗАВОД ВИНТОВЫХ СВАЙ,000000000,,88126660731,,kupit-svai-spb.ru,,,Санкт-Петербург  4-й Рыбацкий проезд  дом 7
FixBolt,000000000,https://wa.me/79052579402,,79052579402,fixbolt.ru,,,192029  Санкт-Петербург  проспект Обуховской Обороны  дом 51-е
SOLO,000000000,https://wa.me/79110109545,,79110109545,sasha-solo.com,,,197341  Санкт-Петербург  Главная улица  дом 26
"АЛЬФАПЛАН, архитектурно-дизайнерская студия",000000000,,88002500597,, ,,,197136  Санкт-Петербург  П.С.  Большой проспект  дом 80  офис 13-н
ICON DESIGN STUDIO,000000000,https://wa.me/79112123715,,79112123715, ,http://vk.com/icondesignclub,,191028  Санкт-Петербург  Литейный проспект  дом 28
ЛАКЕДЕМОН РОССИ,000000000,,88123314589,, ,,,196105  Санкт-Петербург  улица Решетникова  дом 15
"DSK, архитектурное бюро",000000000,,88123098049,,www.dsk-home.ru,,,"196247  Санкт-Петербург  площадь Конституции  дом 7  БЦ ""Лидер"""
"СТУДИЯ КОРА, архитектурно-проектное бюро",000000000,,88126459810,,studiokora.com,,,197198  Санкт-Петербург  Зверинская улица  дом 33  офис 13
ЭНКУ,000000000,,88123090038,,enqu.ru,,,199106  Санкт-Петербург  Шкиперский проток  дом 14  корпус 1
АСК АРХиГРАД,000000000,,88129421544,, ,,,191123  Санкт-Петербург  улица Радищева  дом 35  помещение 5-н
"AR-CH, мастерская архитектуры и дизайна интерьера",000000000,https://wa.me/79500260556,,79500260556,ar-ch.pro,,,193232  Санкт-Петербург  проспект Большевиков  дом 22  корпус 5
МДИЗАЙН,000000000,,88219329719,,mdesdec.ru,,,191011  Санкт-Петербург  Невский проспект  дом 56
"RUPLANS, архитектурно-проектная фирма",000000000,,88005051075,, ,,,190020  Санкт-Петербург  Бумажная улица  дом 16  корпус 1
"НАСПИ, ассоциация СРО",000000000,https://wa.me/79819868522,,79819868522, ,https://vk.com/club134819673,,"195027  Санкт-Петербург  Магнитогорская улица  дом 30  БЦ ""Доминат"""
"РОСПРОЕКТ, проектная компания",000000000,https://wa.me/79515298112,,79515298112,rosproect.ru,,,192019  Санкт-Петербург  улица Седова  дом 11
RADICAL DESIGN STUDIO,000000000,,88129402144,,interior.radicaldesign.ru,https://vk.com/radicaldesign,,195112  Санкт-Петербург  Красногвардейская площадь  дом 3-е
Проект Комфорта,000000000,,88123325321,, ,http://vk.com/pereplanirovka_spb,,196191  Санкт-Петербург  Новоизмайловский проспект  дом 46  корпус 2
"М119, архитектурная мастерская",000000000,,88129114119,,m119.ru,,,190008  Санкт-Петербург  Садовая улица  дом 119
Асфальтобетонный завод № 1,000000000,,88125423979,, ,,,195009  Санкт-Петербург  Арсенальная улица  дом 66
ЦЕСУ,000000000,https://wa.me/79219636686,,79219636686,cesuspb.ru,,,"194044  Санкт-Петербург  Финляндский проспект  дом 4-а  БЦ ""Петровский форт""  офис 513"
АДС МАГИСТРАЛЬ,000000000,,88124263639,, ,,,194362  Санкт-Петербург  Выборгское шоссе  дом 226
ВАШ ДОМ,000000000,,88124072595,,okna812.ru,https://vk.com/okna812,,192019  Санкт-Петербург  Глиняная улица  дом 19  корпус 1  офис 22
ЭЛИТНЫЙ БАЛКОН,000000000,,88129497920,,balkon.site,,,"194358  Санкт-Петербург  проспект Энгельса  дом 154  ТРК ""Гранд Каньон"""
Новый мир,000000000,,88123099823,,new-mir.com,http://vk.com/newmircom,,"196247  Санкт-Петербург  Ленинский проспект  дом 160  офис 544 А  БЦ ""Меридиан"""
"ПРЕМИУМ БАЛКОН, строительная компания",000000000,,88127756058,, ,https://vk.com/osteklenie_balkona_spb,,191040  Санкт-Петербург  Лиговский проспект  дом 50  корпус 13
JOKKE,000000000,,88124095310,, ,,,197348  Санкт-Петербург  Коломяжский проспект  дом 10-АХ  каб. 207
СпецБалкон,000000000,https://wa.me/79214181620,,79214181620,specbalkon.ru,http://vk.com/spetsbalkon,,197374  Санкт-Петербург  улица Оптиков  дом 4-а
ЭГИДА-БЕТОН,000000000,,88123364377,, ,https://vk.com/nvbeton,,"195112  Санкт-Петербург  Заневский проспект  дом 30  корпус 2  БЦ ""Ростра""  офис 314"
ВелесАрк,000000000,,88123090313,, ,https://vk.com/velesark,,195265  Санкт-Петербург  Гражданский проспект  дом 111  корпус 1  офис 218
Монолит47,000000000,,88126270242,,monolit47.ru,https://vk.com/monolit47,,197022  Санкт-Петербург  Каменноостровский проспект  дом 37  офис 526
ЗаборЛего Северо-Запад,000000000,https://wa.me/79816996774,,79816996774,zaborlegospb.ru,,,Ленинградская область  Всеволожский район  город Сертолово  Берёзовая улица  дом 11
"МОНОЛИТ-СТРОЙ, производственная компания",000000000,,88126271534,,pk-beton.com,https://vk.com/pkbetoncom,,195220  Санкт-Петербург  Гжатская улица  дом 21  корпус 1
ГОРИЗОНТ БЕТОН,000000000,,88126027545,,gorizontbeton.ru,http://vk.com/gorizontbeton,,198517  Санкт-Петербург  Ропшинское шоссе  дом 8-е
АРМАБЕТОН,000000000,,88122192777,,pk-armabeton.ru,,,198152  Санкт-Петербург  улица Зайцева  дом 17/23
"Бетон Про Групп, бетонный завод",000000000,,88129993498,,,,,188490  Ленинградская область  Кингисепп  Таллинское шоссе  дом 153  корпус 1-в
Бетон куб,000000000,,88126605860,, ,,,197046  Санкт-Петербург  Петровская набережная  дом 4
БСК,000000000,https://wa.me/79118302211,,79118302211,bsk-peterburg.ru,,,193230  Санкт-Петербург  переулок Челиева  дом 7-а  офис 4
АКВА,000000000,,88125553912,, ,,,195257  Санкт-Петербург  проспект Науки  дом 4
БУР47,000000000,https://wa.me/79217858046,,79217858046, ,,,196240  Санкт-Петербург  улица Костюшко  дом 98-а  пом.7-Н
