Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес,,
ЭЛИТА — НИЖНИЙ НОВГОРОД,0,,88312202433,, ,,,603022  Нижний Новгород  улица Тимирязева  дом 7  корпус 3,,
ТЕПЛОС,0,,88314344825,,www.teplosystems.ru,,,603109  Нижний Новгород  Ильинская улица  дом 48  1-й эт.,,
ЦЭЭВТ,0,,88312537838,, ,,,603053  Нижний Новгород  проспект Бусыгина  дом 1-а,,
ГИДРОТЕРМАЛЬ,0,,88314115117,, ,,,603163  Нижний Новгород  набережная Гребного канала  дом 6,,
ВЕНТИЛЯЦИЯ,0,,88312697839,, ,,,603058  Нижний Новгород  улица Героя Попова  дом 47  1-й эт.,,
ЛИНГАС,0,,88312697839,,,,,,,
ВСК,0,,88314349662,,,,,603093  Нижний Новгород  Яблоневая улица  дом 18,,
ПРОЕКТПРОМВЕНТИЛЯЦИЯ,0,,88314282602,,,,,603005  Нижний Новгород  Алексеевская улица  дом 26  2-й эт.,,
РУСТРЕЙД,0,,88312481949,, ,,,603003  Нижний Новгород  улица Свободы  дом 63  корпус 1  4-й эт.,,
СПЕЦТРАНССТРОЙ,0,,88314130486,,www.miz-nn.ru,,,603001  Нижний Новгород  Рождественская улица  дом 39,,
УНИВЕРСАЛ-ИНВЕСТ,0,,88312776010,, ,,,603086  Нижний Новгород  бульвар Мира  дом 14,,
НИЖЕГОРОДТЕПЛОГАЗ  компания,0,,88314698001,, ,,,603057  Нижний Новгород  проспект Гагарина  дом 27-а  корпус 1  9-й эт.,,
ИНТЭС,0,,88312956080,, ,,,603043  Нижний Новгород  улица Поющева  дом 17  офис 56,,
НОВАТЕРМЭНЕРГОСТРОЙ,0,,88314636031,, ,,,603105  Нижний Новгород  Артельная улица  дом 78/83,,
Центральная аварийно-диспетчерская служба,0,,88312779131,, ,,,603086  Нижний Новгород  бульвар Мира  дом 14,,
ТЕПЛОВОЙ ПУНКТ № 44 МП НИЖЕГОРОДСКОГО РАЙОНА ТЕПЛОЭНЕРГО,0,,88314324601,,,,,603163  Нижний Новгород  улица Германа Лопатина  дом 14,,
ТЕПЛОВОЙ ПУНКТ МП МОСКОВСКОГО РАЙОНА ТЕПЛОЭНЕРГО,0,,88312742504,,,,,603000  Нижний Новгород  поселок Левинка  дом 51,,
КОТЕЛЬНАЯ МП ПРИОКСКОГО РАЙОНА ТЕПЛОЭНЕРГО,0,,88314651425,,,,,603081  Нижний Новгород  улица Терешковой  дом 7,,
КОТЕЛЬНАЯ МП ПРИОКСКОГО РАЙОНА ТЕПЛОЭНЕРГО,0,,88314654132,,,,,603009  Нижний Новгород  проспект Гагарина  дом 156,,
КОТЕЛЬНАЯ МП СОРМОВСКОГО РАЙОНА ТЕПЛОЭНЕРГО,0,,88312252363,,,,,603087  Нижний Новгород  улица Циолковского  дом 5,,
КОТЕЛЬНАЯ МП НИЖЕГОРОДСКОГО РАЙОНА ТЕПЛОЭНЕРГО,0,,88314334173,,,,,603000  Нижний Новгород  Большая Покровская улица  дом 32,,
ТЕПЛОВОЙ ПУНКТ МП НИЖЕГОРОДСКОГО РАЙОНА ТЕПЛОЭНЕРГО,0,,88314379762,,,,,603000  Нижний Новгород  улица Максима Горького  дом 28,,
ТЕПЛОВОЙ ПУНКТ № 67 МП СОВЕТСКОГО РАЙОНА ТЕПЛОЭНЕРГО,0,,88314670313,,,,,603136  Нижний Новгород  улица Ванеева  дом 116-а,,
КОТЕЛЬНАЯ МП ПРИОКСКОГО РАЙОНА ТЕПЛОЭНЕРГО,0,,88314289461,,,,,603089  Нижний Новгород  улица Бориса Панина  дом 7-б,,
"ТЕПЛОВОЙ ПУНКТ ОАО ""НАГОРНЫЙ ТЕПЛОЭНЕРГО""",0,,88314367874,,,,,603000  Нижний Новгород  улица Белинского  дом 89,,
КОТЕЛЬНАЯ МП СОВЕТСКОГО РАЙОНА ТЕПЛОЭНЕРГО,0,,88314363528,,,,,603105  Нижний Новгород  улица Бориса Панина  дом 19-б,,
ДЭУ ЭНЕРТЕК НН,0,,88312302008,, ,,,603098  Нижний Новгород  Артельная улица  дом 29-а  офис 325,,
НИЖНОВТЕПЛОЭНЕРГО,0,,88312400970,,,,,603011  Нижний Новгород  проспект Ленина  дом 2,,
ВОЛГОЭЛЕКТРОСЕТЬ-НН,0,,88312118134,,www.ves-nn.com,,,603107  Нижний Новгород  проспект Гагарина  дом 176  5-й эт.,,
НХТО  нижегородское химико-технологическое объединение,0,,88312483131,,,,,603059  Нижний Новгород  Витебская улица  дом 46,,
СПЕЦИНВЕСТПРОЕКТ,0,,88312118096,,www.si-proekt.ru,,,603009  Нижний Новгород  проспект Гагарина  дом 176-а  офис 511  5-й эт.,,
Альба,0,,88312199557,,ici-steam.ru,,,Нижний Новгород  улица Мира  дом 8-б,,
ТехЭксперт,0,,88312136265,, ,,,Нижний Новгород  Комсомольское шоссе  дом 5,,
Альба парогенераторы,0,,88312310733,, ,,,Нижний Новгород  Стрелковая улица  дом 81-а,,
ПрофЭнКом,0,,88312915521,,pekpro.ru,,,Нижний Новгород  улица Родионова  дом 165  корпус 8,,
СтанТехно,0,,88314232614,,stantehno.ru,,,Нижний Новгород  проспект Гагарина  дом 101  корпус 5,,
ЭНЕРГОПРИБОР,0,,88312208489,, ,,,603070  Нижний Новгород  Мещерский бульвар  дом 3  корпус 2  офис 12,,
ТЕПЛОТЕХНИКА,0,https://wa.me/79101383050,,79101383050, ,,,603000  Нижний Новгород  Малая Покровская улица  дом 24/6,,
КВАНТ,0,,,,,,,,,
ТЕХНОЛОГИКА-НН,0,,88312731144,, ,,,603003  Нижний Новгород  Заводской парк  дом 29,,
ИВСНАБ  представительство,0,,88005504401,, ,,,603035  Нижний Новгород  улица Чаадаева  дом 1,,
Геодор  пск,0,,88312613845,,pskgeodor.ru,,,Нижний Новгород  улица 50 лет Победы  дом 18,,
МАГАЗИН ТКАНЕЙ,0,https://wa.me/79108702545,,79108702545,,,,603000  Нижний Новгород  Ильинская улица  дом 90/18,,
ПАВЛИН  магазин тканей,0,https://wa.me/79290400056,,79290400056,,,,603002  Нижний Новгород  улица Фильченкова  дом 10,,
ТКАНИ-МОЛНИИ,0,https://wa.me/79867449302,,79867449302,ok.ru,,,603000  Нижний Новгород  Ильинская улица  дом 119,,
FACTURA  магазин обоев и штор,0,,88312119823,,,,,603163  Нижний Новгород  улица Родионова  дом 197,,
САЛОН НОВЫХ ТКАНЕЙ,0,https://wa.me/79870894519,,79870894519,,,,603006  Нижний Новгород  Ошарская улица  дом 15,,
МОНОЛИТ - НИЖНИЙ НОВГОРОД,0,,88314668493,, ,http://vk.com/pugovkann,,603141  Нижний Новгород  улица Геологов  дом 3,,
ИП РОДИОНОВ С.А.,0,,88312259144,, ,,,603127  Нижний Новгород  улица Коновалова  дом 7  офис 206,,
ЦЕНТР-VIP-ТЕКСТИЛЬ,0,,88312431103,,viptextil.ru,,,603116  Нижний Новгород  Гордеевская улица  дом 59-а,,
СОСНОВСКИЙ ТЕКСТИЛЬ,0,,88317427819,,,,,606170  Нижегородская область  поселок Сосновское  Полевая улица  дом 17,,
Волго-Вятская текстильная компания,0,,88312452505,,,,,603140  Нижний Новгород  Мотальный переулок  дом 10,,
NESTHOME  магазин декора,0,https://wa.me/79201111857,,79201111857, ,,,603024  Нижний Новгород  улица Белинского  дом 83,,
АТЛАСНИЦА  магазин тканей,0,,88314130640,, ,,,603043  Нижний Новгород  улица Поющева  дом 14  12 складское помещение  вход с ул. Поющева,,
МАГАЗИН,0,https://wa.me/79101492499,,79101492499,,,,603073  Нижний Новгород  проспект Ленина  дом 62  цокольный этаж,,
МАГАЗИН,0,https://wa.me/79101492499,,79101492499,,,,603033  Нижний Новгород  Заречная улица  дом 3,,
ТРЕЙД ВИТ  производственно-коммерческая фирма,0,,88312553400,,,,,603147  Нижний Новгород  улица Юлиуса Фучика  дом 60,,
ALTEZZA  магазин тканей,0,,88314195448,,,http://vk.com/club99482533,,603005  Нижний Новгород  Октябрьская улица  дом 9  1 этаж,,
МАГАЗИН ПРЯЖИ И ТКАНЕЙ,0,https://wa.me/79200521962,,79200521962,,,,603137  Нижний Новгород  проспект Гагарина  дом 111,,
АКСЭЛ,0,,88005008122,, ,,,603009  Нижний Новгород  проспект Гагарина  дом 37  корпус 32,,
MARI&ANNA,0,https://wa.me/79506285483,,79506285483,mari-anna.ru,http://vk.com/kartofel_optom_kupit_rus,,603018  Нижний Новгород  Новая Стройка улица  дом 10,,
МАРТИКА ПОВОЛЖЬЕ,0,,88312723884,, ,https://vk.com/light_n_dark,,603079  Нижний Новгород  Московское шоссе  дом 105,,
НЕЙЛОН,0,https://wa.me/79200698161,,79200698161, ,https://vk.com/light_n_dark,,603018  Нижний Новгород  Зеленхозовская улица  дом 4-а,,
BOGATAstudio,0,,88314131843,,конструктор52.рф,http://vk.com/kartofel_optom_kupit_rus,,603104  Нижний Новгород  улица Нартова  дом 6  корп.10,,
ИП СОЛОДОВ А.А.,0,,88314346229,,,,,603057  Нижний Новгород  улица Бекетова  дом 32,,
Мебель Парк Альбико,0,https://wa.me/79040526888,,79040526888, ,,,Нижний Новгород  улица Федосеенко  дом 47-д,,
Опттогр-НН,0,,88312795205,,,,,Нижний Новгород  Кузбасская улица  дом 15-а,,
Solar Group,0,https://wa.me/79108941410,,79108941410,vk.com/kartofel_optom_kupit_rus,http://vk.com/kartofel_optom_kupit_rus,,Нижний Новгород  улица Культуры  дом 1,,
Хантэкс,0,https://wa.me/79103883889,,79103883889,,http://vk.com/kartofel_optom_kupit_rus,,Нижний Новгород  улица Шекспира  дом 1-в,,
Мерлион,0,,88312615151,,merlion.com,,,Нижний Новгород  Сормовское шоссе  дом 24  корпус 23,,
Альтернатива-НН,0,https://wa.me/79108893821,,79108893821, ,,,Нижний Новгород  Пролетарская улица  дом 7,,
Счетчики оптом,0,,88312154350,,счетчикиоптом.рф,,,Нижний Новгород  улица Октябрьской Революции  дом 43,,
Сувениры оптом,0,,88312310728,,suveniryoptom.ru,,,Нижний Новгород  Деловая улица  дом 1,,
СБМ-Волга,0,,88314115244,,sbm-volga.ru,,,Нижний Новгород  улица Окская Гавань  дом 3  строение 5,,
